2022-03-05 22:50:06,602: Key.ctrl_l
2022-03-05 22:50:06,602: Key.ctrl_l
2022-03-05 22:50:06,604: '\x1a'
2022-03-05 22:50:06,604: '\x1a'
2022-03-05 22:50:07,980: Key.ctrl_l
2022-03-05 22:50:07,980: Key.ctrl_l
2022-03-05 22:50:07,982: Key.shift
2022-03-05 22:50:07,982: Key.shift
2022-03-05 22:50:07,982: '\x1a'
2022-03-05 22:50:07,982: '\x1a'
2022-03-05 22:50:08,478: Key.ctrl_l
2022-03-05 22:50:08,478: Key.ctrl_l
2022-03-05 22:50:08,480: '\x1a'
2022-03-05 22:50:08,480: '\x1a'
2022-03-05 22:50:09,230: Key.ctrl_l
2022-03-05 22:50:09,230: Key.ctrl_l
2022-03-05 22:50:09,231: '\x13'
2022-03-05 22:50:09,231: '\x13'
2022-03-05 22:50:15,953: Key.ctrl_l
2022-03-05 22:50:15,956: '\x1a'
2022-03-05 22:50:16,704: Key.ctrl_l
2022-03-05 22:50:16,705: '\x1a'
2022-03-05 22:50:20,223: Key.ctrl_l
2022-03-05 22:50:20,223: '\x13'
2022-03-05 22:50:29,623: Key.caps_lock
2022-03-05 22:50:29,871: ';'
2022-03-05 22:50:29,936: Key.caps_lock
2022-03-05 22:50:30,464: 'g'
2022-03-05 22:50:30,544: 'i'
2022-03-05 22:50:30,752: 't'
2022-03-05 22:50:31,807: 'i'
2022-03-05 22:50:32,031: 'g'
2022-03-05 22:50:32,383: 'n'
2022-03-05 22:50:32,511: 'o'
2022-03-05 22:50:32,640: 'i'
2022-03-05 22:50:32,679: 'r'
2022-03-05 22:50:32,799: 'e'
2022-03-05 22:50:33,231: Key.backspace
2022-03-05 22:50:33,423: Key.backspace
2022-03-05 22:50:33,576: Key.backspace
2022-03-05 22:50:33,695: 'r'
2022-03-05 22:50:33,768: 'e'
2022-03-05 22:50:35,303: Key.enter
2022-03-05 22:50:45,227: Key.ctrl_l
2022-03-05 22:50:45,229: '\x03'
2022-03-05 22:50:48,598: Key.ctrl_l
2022-03-05 22:50:48,599: '\x16'
2022-03-05 22:50:53,218: Key.ctrl_l
2022-03-05 22:50:53,220: '\x13'
2022-03-05 22:51:25,296: 'k'
2022-03-05 22:51:25,439: 'e'
2022-03-05 22:51:26,863: 'y'
2022-03-05 22:51:27,024: 'l'
2022-03-05 22:51:27,983: Key.backspace
2022-03-05 22:51:28,975: Key.right
2022-03-05 22:51:29,191: Key.right
2022-03-05 22:51:30,096: Key.right
2022-03-05 22:51:30,655: 's'
2022-03-05 22:51:31,687: Key.ctrl_l
2022-03-05 22:51:31,688: '\x13'
2022-03-05 22:51:35,499, "Button.scroll", (1607, 767)
2022-03-05 22:51:35,519, "Button.scroll", (1602, 768)
2022-03-05 22:51:35,535, "Button.scroll", (1599, 769)
2022-03-05 22:51:35,551, "Button.scroll", (1597, 769)
2022-03-05 22:51:35,577, "Button.scroll", (1596, 769)
2022-03-05 22:51:35,732, "Button.scroll", (1573, 754)
2022-03-05 22:51:35,757, "Button.scroll", (1571, 753)
2022-03-05 22:51:35,879, "Button.scroll", (1561, 772)
2022-03-05 22:51:35,935, "Button.scroll", (1557, 779)
2022-03-05 22:51:35,965, "Button.scroll", (1556, 779)
2022-03-05 22:51:36,066, "Button.scroll", (1553, 779)
2022-03-05 22:51:36,102, "Button.scroll", (1550, 779)
2022-03-05 22:51:36,119, "Button.scroll", (1548, 779)
2022-03-05 22:51:36,131, "Button.scroll", (1547, 778)
2022-03-05 22:51:36,151, "Button.scroll", (1544, 777)
2022-03-05 22:51:36,252, "Button.scroll", (1522, 784)
2022-03-05 22:51:36,264, "Button.scroll", (1518, 786)
2022-03-05 22:51:36,276, "Button.scroll", (1515, 789)
2022-03-05 22:51:36,285, "Button.scroll", (1513, 789)
2022-03-05 22:51:36,294, "Button.scroll", (1511, 789)
2022-03-05 22:51:36,306, "Button.scroll", (1508, 789)
2022-03-05 22:51:36,394, "Button.scroll", (1500, 784)
2022-03-05 22:51:36,410, "Button.scroll", (1495, 781)
2022-03-05 22:51:36,422, "Button.scroll", (1491, 777)
2022-03-05 22:51:36,430, "Button.scroll", (1488, 774)
2022-03-05 22:51:36,442, "Button.scroll", (1484, 771)
2022-03-05 22:51:36,459, "Button.scroll", (1477, 767)
2022-03-05 22:51:36,544, "Button.scroll", (1454, 757)
2022-03-05 22:51:36,556, "Button.scroll", (1454, 759)
2022-03-05 22:51:36,565, "Button.scroll", (1454, 759)
2022-03-05 22:51:36,569, "Button.scroll", (1454, 759)
2022-03-05 22:51:36,578, "Button.scroll", (1454, 759)
2022-03-05 22:51:36,586, "Button.scroll", (1454, 759)
2022-03-05 22:51:36,705, "Button.scroll", (1445, 752)
2022-03-05 22:51:36,744, "Button.scroll", (1441, 747)
2022-03-05 22:51:36,858, "Button.scroll", (1427, 744)
2022-03-05 22:51:36,875, "Button.scroll", (1426, 744)
2022-03-05 22:51:36,888, "Button.scroll", (1426, 744)
2022-03-05 22:51:36,910, "Button.scroll", (1426, 744)
2022-03-05 22:51:37,026, "Button.scroll", (1415, 756)
2022-03-05 22:51:37,039, "Button.scroll", (1415, 758)
2022-03-05 22:51:37,048, "Button.scroll", (1414, 758)
